id,Podcast_Name,Episode_Title,Episode_Length_minutes,Genre,Host_Popularity_percentage,Publication_Day,Publication_Time,Guest_Popularity_percentage,Number_of_Ads,Episode_Sentiment,Listening_Time_minutes
258216,Educational Nuggets,Episode 91,30.66,Education,76.4,Sunday,Afternoon,58.77,0,Neutral,20.49291
258230,True Crime Stories,Episode 19,,True Crime,32.66,Sunday,Afternoon,78.35,2,Negative,43.63
258233,Lifestyle Lounge,Episode 31,39.99,Lifestyle,78.62,Sunday,Night,95.93,3,Neutral,12.63
258235,Crime Chronicles,Episode 26,,True Crime,71.2,Sunday,Evening,57.66,1,Neutral,46.72358
258242,Joke Junction,Episode 8,39.84,Comedy,27.5,Sunday,Evening,,2,Negative,23.3624
258247,Innovators,Episode 36,47.91,Technology,89.06,Sunday,Morning,53.56,2,Neutral,23.48937
258251,True Crime Stories,Episode 92,58.65,True Crime,87.43,Sunday,Morning,71.15,1,Negative,41.48622
258253,Fitness First,Episode 14,64.5,Health,72.97,Sunday,Evening,79.34,3,Negative,33.46831
258257,Learning Lab,Episode 2,102.74,Education,43.64,Sunday,Morning,55.22,3,Negative,49.3632
258259,Sound Waves,Episode 20,17.32,Music,56.05,Sunday,Morning,48.72,1,Negative,14.95
258260,Life Lessons,Episode 42,65.7,Lifestyle,65.49,Sunday,Evening,,3,Neutral,36.25089
258268,Study Sessions,Episode 36,96.89,Education,29.33,Sunday,Night,10.27,2,Positive,86.62214
258271,Home & Living,Episode 73,78.49,Lifestyle,61.91,Sunday,Afternoon,,1,Positive,54.96
258275,Sports Weekly,Episode 10,108.78,Sports,68.83,Sunday,Evening,,2,Positive,58.16511
258277,Finance Focus,Episode 50,6.71,Business,67.58,Sunday,Evening,,3,Negative,0
258287,Healthy Living,Episode 2,101.85,Health,85.61,Sunday,Evening,56.53,1,Positive,58.91228
258305,Digital Digest,Episode 72,67.29,Technology,24.29,Sunday,Night,9.72,2,Negative,52.75127
258316,Style Guide,Episode 10,81.71,Lifestyle,65.73,Sunday,Evening,10.15,0,Neutral,45.15303
258317,Sports Central,Episode 35,83.97,Sports,40.83,Sunday,Evening,69.75,0,Negative,75.32406
258323,Tech Talks,Episode 97,52.76,Technology,90.88,Sunday,Evening,,3,Neutral,29.22618
258331,Laugh Line,Episode 100,,Comedy,99.86,Sunday,Morning,,0,Neutral,50.36946
258337,Fashion Forward,Episode 85,93.07,Lifestyle,79.08,Sunday,Afternoon,61,0,Neutral,57.34443
258347,Digital Digest,Episode 39,107.41,Technology,98.44,Sunday,Evening,87.91,2,Positive,82.08066
258349,Sport Spot,Episode 12,115.52,Sports,84.09,Sunday,Evening,88.12,1,Positive,90.69174
258361,Health Hour,Episode 39,37.43,Health,59.02,Sunday,Afternoon,,3,Positive,23.44
258376,Business Briefs,Episode 94,56.47,Business,26.65,Sunday,Afternoon,29.64,0,Neutral,34.3345
258379,Style Guide,Episode 79,22.74,Lifestyle,34.53,Sunday,Evening,71.14,2,Neutral,10.15684
258380,Crime Chronicles,Episode 53,95.81,True Crime,73.21,Sunday,Night,96.58,0,Neutral,81.08536
258385,Money Matters,Episode 81,,Business,30.58,Sunday,Evening,3.58,0,Neutral,50
258387,Global News,Episode 19,,News,38.69,Sunday,Morning,76.15,2,Neutral,89.25356
258388,Game Day,Episode 79,61.48,Sports,30.23,Sunday,Afternoon,83.87,2,Negative,46.29
258391,Comedy Corner,Episode 42,67.83,Comedy,97.69,Sunday,Morning,,1,Negative,49.41385
258394,Style Guide,Episode 54,,Lifestyle,50.72,Sunday,Night,22.96,0,Neutral,43.21726
258395,Study Sessions,Episode 37,67.15,Education,90.07,Sunday,Evening,22.56,0,Negative,67.15355
258399,Melody Mix,Episode 72,12.36,Music,80.13,Sunday,Night,65.95,0,Negative,9.14954
258403,Music Matters,Episode 74,32.1,Music,40.66,Sunday,Evening,99.11,2,Neutral,20.60636
258407,Criminal Minds,Episode 62,60.82,True Crime,53.46,Sunday,Afternoon,60.2,3,Negative,28.57181
258413,Tech Trends,Episode 85,16.72,Technology,20.13,Sunday,Morning,83.95,2,Neutral,16.10057
258445,Melody Mix,Episode 52,90.34,Music,33.05,Sunday,Morning,38.99,1,Negative,73.51732
258464,Lifestyle Lounge,Episode 82,28.46,Lifestyle,59.94,Sunday,Evening,20.23,3,Positive,21.88026
258469,Sports Weekly,Episode 92,,Sports,97.08,Sunday,Afternoon,12.9,2,Positive,41.14341
258483,Tech Trends,Episode 77,103.99,Technology,64.36,Sunday,Night,47.14,0,Neutral,87.08343
258484,Detective Diaries,Episode 88,116.04,True Crime,50.6,Sunday,Morning,99.07,3,Positive,87.24835
258485,Sports Weekly,Episode 42,16.83,Sports,56.6,Sunday,Afternoon,10.65,2,Positive,9.38263
258492,Tech Trends,Episode 55,,Technology,32.96,Sunday,Afternoon,13.26,0,Neutral,21.42517
258496,Crime Chronicles,Episode 37,38.87,True Crime,53.82,Sunday,Evening,31.08,1,Neutral,16.89581
258502,Tech Talks,Episode 64,37.07,Technology,76.68,Sunday,Afternoon,,3,Positive,18.21377
258504,Finance Focus,Episode 42,6.6,Business,58.71,Sunday,Morning,,3,Negative,0
258509,Humor Hub,Episode 48,101.29,Comedy,33.7,Sunday,Afternoon,47.98,0,Positive,51.58743
258518,Tune Time,Episode 49,91.72,Music,39.11,Sunday,Night,68.3,2,Positive,67.85125
258526,Innovators,Episode 45,70.95,Technology,95.6,Sunday,Morning,,2,Negative,35.31
258533,Current Affairs,Episode 99,31.95,News,44.17,Sunday,Afternoon,62.14,0,Positive,24.82294
258535,Style Guide,Episode 76,20.01,Lifestyle,26.07,Sunday,Night,,0,Neutral,12.26233
258538,Game Day,Episode 97,102.44,Sports,48.2,Sunday,Night,14.73,3,Neutral,49.53421
258540,Money Matters,Episode 57,108.5,Business,52.28,Sunday,Morning,6.14,0,Neutral,47.84152
258543,Fitness First,Episode 2,97.38,Health,63.26,Sunday,Morning,7.58,1,Positive,58.43458
258544,Sports Weekly,Episode 27,38.25,Sports,49.32,Sunday,Morning,67.56,0,Positive,31.43648
258571,Educational Nuggets,Episode 79,113.68,Education,93,Sunday,Afternoon,,0,Neutral,104.62277
258580,Learning Lab,Episode 10,99.76,Education,63.64,Sunday,Morning,30.43,1,Negative,61.51
258581,Daily Digest,Episode 48,37.22,News,31.78,Sunday,Night,78.88,1,Positive,35.75778
258593,Tune Time,Episode 59,,Music,91.47,Sunday,Night,42.21,2,Positive,47.39023
258595,True Crime Stories,Episode 75,115.07,True Crime,35.46,Sunday,Afternoon,,2,Neutral,68.57256
258600,Tech Trends,Episode 32,,Technology,55.59,Sunday,Morning,,0,Negative,66.46273
258603,Tech Trends,Episode 34,56.47,Technology,82.59,Sunday,Afternoon,,1,Positive,55.87456
258606,Melody Mix,Episode 68,30.69,Music,71.65,Sunday,Evening,93.6,0,Positive,24.22905
258608,Game Day,Episode 69,6.28,Sports,67.18,Sunday,Morning,,1,Negative,0
258609,Home & Living,Episode 97,115.69,Lifestyle,53.77,Sunday,Evening,67.14,0,Positive,70.18995
258616,Tech Trends,Episode 54,116.79,Technology,71.39,Sunday,Night,61.39,0,Positive,109.58
258619,True Crime Stories,Episode 51,104.26,True Crime,63.88,Sunday,Night,16.16,2,Positive,87.26153
258627,Sound Waves,Episode 69,16.16,Music,38.71,Sunday,Evening,31.29,3,Neutral,5.13306
258630,Funny Folks,Episode 87,,Comedy,50.78,Sunday,Evening,93.78,3,Negative,47.60015
258634,Brain Boost,Episode 71,109.27,Education,93.57,Sunday,Evening,52.63,1,Positive,54.04564
258640,Sports Central,Episode 66,6.71,Sports,67.38,Sunday,Morning,,2,Neutral,0
258649,Life Lessons,Episode 31,69.23,Lifestyle,83.57,Sunday,Afternoon,79.3,0,Neutral,62.83752
258656,Style Guide,Episode 65,29.61,Lifestyle,68.95,Sunday,Afternoon,71.65,1,Positive,24.36221
258658,Sports Weekly,Episode 62,82.64,Sports,70.68,Sunday,Afternoon,,3,Positive,66.14806
258665,Market Masters,Episode 98,68.82,Business,75.15,Sunday,Afternoon,17.86,0,Neutral,64.82866
258667,Learning Lab,Episode 82,90.34,Education,20.92,Sunday,Afternoon,72.74,2,Negative,66.56123
258669,Digital Digest,Episode 12,42.02,Technology,29.78,Sunday,Evening,63.14,0,Neutral,28.56999
258675,Comedy Corner,Episode 61,105.17,Comedy,47.63,Sunday,Afternoon,57.22,0,Negative,88.96464
258684,Fitness First,Episode 16,76.34,Health,61.09,Sunday,Afternoon,75.85,1,Negative,59.17136
258687,Tech Talks,Episode 65,78.28,Technology,58.64,Sunday,Evening,28.03,1,Neutral,57.42039
258697,Criminal Minds,Episode 63,8.58,True Crime,57.09,Sunday,Night,54.25,0,Positive,3.34965
258707,Wellness Wave,Episode 61,52.22,Health,73.76,Sunday,Morning,29.64,2,Neutral,38.36354
258708,Tech Talks,Episode 86,93.48,Technology,45.62,Sunday,Morning,88.21,1,Negative,88.23911
258710,Crime Chronicles,Episode 64,104.44,True Crime,92.59,Sunday,Morning,44.51,0,Neutral,95.72169
258720,Healthy Living,Episode 2,24.22,Health,45.25,Sunday,Night,56.68,2,Negative,9.72817
258728,Lifestyle Lounge,Episode 57,31.53,Lifestyle,41.17,Sunday,Afternoon,57.93,1,Neutral,12.47034
258751,Lifestyle Lounge,Episode 56,67.1,Lifestyle,58.25,Sunday,Morning,56.48,1,Negative,47.36013
258752,Athlete's Arena,Episode 24,24.07,Sports,20.71,Sunday,Afternoon,31.78,2,Neutral,16.05451
258753,Joke Junction,Episode 26,13.94,Comedy,33.72,Sunday,Night,4.79,0,Neutral,7.98383
258759,Music Matters,Episode 49,115.63,Music,54.36,Sunday,Evening,83.63,0,Positive,102.81113
258761,Comedy Corner,Episode 65,111.98,Comedy,77.69,Sunday,Morning,47.04,1,Neutral,64.63
258767,Innovators,Episode 47,,Technology,49.47,Sunday,Night,87.61,1,Positive,73.87697
258773,Digital Digest,Episode 68,39.85,Technology,80.99,Sunday,Afternoon,90.45,3,Negative,28.91
258775,Music Matters,Episode 93,34.86,Music,62.35,Sunday,Morning,60.07,3,Positive,29.14054
258789,Tech Talks,Episode 8,31.06,Technology,92.84,Sunday,Evening,41.23,3,Negative,13.97907
258811,Tune Time,Episode 46,46.11,Music,37.28,Sunday,Evening,,1,Neutral,41.85958
258822,Tech Trends,Episode 85,108.76,Technology,62.81,Sunday,Morning,,0,Positive,87.61
258839,Market Masters,Episode 80,31.17,Business,48.13,Sunday,Afternoon,12.23,0,Neutral,26.8503
258841,Daily Digest,Episode 39,,News,21.14,Sunday,Evening,,0,Positive,54.87666
258843,Business Briefs,Episode 13,18.11,Business,54.81,Sunday,Morning,23.39,3,Positive,8.8267
258850,Melody Mix,Episode 86,105.15,Music,53.44,Sunday,Night,42.69,3,Positive,93.05326
258851,True Crime Stories,Episode 94,111.55,True Crime,32.05,Sunday,Evening,94.55,3,Positive,100.45895
258860,Tech Talks,Episode 35,72.51,Technology,38.35,Sunday,Afternoon,,2,Negative,56.18325
258861,Sound Waves,Episode 64,95.82,Music,29.82,Sunday,Night,73.69,3,Negative,68.86
258863,World Watch,Episode 62,13.13,News,85.93,Sunday,Night,41.93,1,Negative,12.19744
258867,Sports Central,Episode 82,15.69,Sports,55.69,Sunday,Evening,43.42,0,Neutral,3.69874
258874,Laugh Line,Episode 25,24.29,Comedy,87.99,Sunday,Afternoon,59.99,1,Negative,13.03619
258875,Daily Digest,Episode 75,10.22,News,44.85,Sunday,Afternoon,47.19,1,Positive,5.82119
258877,Educational Nuggets,Episode 51,69.94,Education,33.03,Sunday,Evening,54.69,0,Positive,44.16
258883,Tech Trends,Episode 11,54.41,Technology,83.82,Sunday,Night,82.7,1,Neutral,48.69426
258884,Sports Central,Episode 42,,Sports,82.91,Sunday,Evening,87.2,0,Negative,60.43182
258894,Health Hour,Episode 92,52.75,Health,91.51,Sunday,Night,,3,Negative,41.53262
258904,Global News,Episode 48,108.78,News,33.92,Sunday,Night,8.02,2,Positive,107.14762
258910,Crime Chronicles,Episode 28,117.23,True Crime,24.71,Sunday,Night,27.5,3,Negative,65.42728
258917,Educational Nuggets,Episode 92,83.32,Education,58.04,Sunday,Afternoon,24.9,3,Negative,73.57
258925,Digital Digest,Episode 69,17.93,Technology,79.66,Sunday,Afternoon,29.57,2,Positive,5.82781
258932,Global News,Episode 84,90.24,News,75.85,Sunday,Night,,3,Positive,62.12771
258935,Daily Digest,Episode 88,,News,77.72,Sunday,Evening,7.05,3,Negative,53.14726
258936,Home & Living,Episode 21,85.66,Lifestyle,57.17,Sunday,Night,4.39,1,Negative,82.98809
258937,Global News,Episode 8,65.4,Technology,85.85,Sunday,Evening,26.53,0,Positive,44.35106
258941,Educational Nuggets,Episode 15,107.9,Education,24.02,Sunday,Afternoon,7.77,1,Positive,75.87269
258944,Life Lessons,Episode 90,104.19,Lifestyle,96.31,Sunday,Evening,60.05,1,Neutral,88.24901
258947,Criminal Minds,Episode 73,118.65,True Crime,77.41,Sunday,Night,,2,Negative,115.97
258952,Learning Lab,Episode 87,118.15,Education,29.63,Sunday,Night,47.58,2,Negative,75.40887
258953,Joke Junction,Episode 12,104.11,Comedy,62.06,Sunday,Evening,48.33,1,Positive,67.12862
258954,Health Hour,Episode 24,15.09,Health,96.04,Sunday,Night,69.12,3,Positive,13.10038
258958,Sports Central,Episode 16,34.72,Sports,26.97,Sunday,Evening,87.02,2,Neutral,21.15348
258966,Mystery Matters,Episode 77,5.81,True Crime,81.28,Sunday,Night,56.35,2,Negative,5.01
258967,Athlete's Arena,Episode 73,61.79,Sports,39.88,Sunday,Night,,3,Neutral,38.26572
258977,Tech Talks,Episode 56,103.9,Technology,75.76,Sunday,Afternoon,94.52,0,Positive,84.6153
258986,Crime Chronicles,Episode 73,20.55,True Crime,49.66,Sunday,Evening,73.7,2,Negative,4.57794
258993,Money Matters,Episode 28,91.15,Business,77.86,Sunday,Night,42.63,0,Neutral,58.89526
259001,Home & Living,Episode 74,112.54,Lifestyle,63.86,Sunday,Night,87.3,1,Positive,56.78444
259002,Fashion Forward,Episode 57,22.23,Lifestyle,94.74,Sunday,Evening,52.78,0,Neutral,16.33437
259005,Crime Chronicles,Episode 47,84.47,True Crime,66.65,Sunday,Night,84.26,1,Negative,54.92142
259022,Finance Focus,Episode 4,56.45,Business,43.77,Sunday,Afternoon,32.77,3,Neutral,51.49358
259023,Tech Trends,Episode 87,51.95,Technology,71.34,Sunday,Morning,82.54,2,Positive,43.76476
259040,Comedy Corner,Episode 27,50.93,Comedy,78.83,Sunday,Night,59.29,1,Negative,39.07
259047,Sports Weekly,Episode 11,35.62,Sports,45.65,Sunday,Morning,,3,Negative,13.18275
259051,Health Hour,Episode 95,74.12,Health,50.13,Sunday,Afternoon,65.29,1,Positive,67.04185
259053,Humor Hub,Episode 81,9.95,Comedy,78.39,Sunday,Night,78.69,3,Neutral,1.20493
259059,Comedy Corner,Episode 24,108.42,Comedy,26.15,Sunday,Night,95.15,2,Negative,77.42
259060,Sports Weekly,Episode 71,29.77,Sports,98.16,Sunday,Morning,42.71,3,Negative,18.64265
259066,Tech Talks,Episode 58,106.53,Technology,92.71,Sunday,Evening,67.39,2,Negative,106.51
259074,Daily Digest,Episode 67,45.3,News,65.76,Sunday,Evening,66.74,1,Positive,33.29983
259075,Current Affairs,Episode 75,25.02,News,57.36,Sunday,Night,58.99,0,Positive,10.53369
259091,Innovators,Episode 13,117.81,Technology,44.87,Sunday,Afternoon,52.09,3,Negative,75.25985
259093,Global News,Episode 96,14.35,News,88.05,Sunday,Night,90.05,3,Neutral,3.76615
259095,Funny Folks,Episode 63,93.35,Comedy,63.55,Sunday,Night,63.6,0,Neutral,61.54658
259097,Finance Focus,Episode 9,,Business,45.52,Sunday,Night,35.87,2,Neutral,42.65425
259100,Digital Digest,Episode 2,,Technology,87.29,Sunday,Evening,,3,Positive,15.03135
259112,Mind & Body,Episode 17,47.56,Health,23.72,Sunday,Afternoon,89.15,2,Neutral,29.58271
259114,Brain Boost,Episode 29,13.41,Education,71.17,Sunday,Morning,40.04,3,Positive,2.83653
259118,Tune Time,Episode 44,39.85,Music,60.75,Sunday,Evening,39.47,1,Positive,31.3682
259124,Health Hour,Episode 75,23.58,Health,95.72,Sunday,Night,49.05,0,Neutral,20.86771
259126,Study Sessions,Episode 27,28.2,Education,88.97,Sunday,Night,23.98,1,Positive,23.83598
259129,True Crime Stories,Episode 73,102.64,True Crime,24.98,Sunday,Night,12.05,2,Neutral,66.64
259130,Study Sessions,Episode 91,115.91,Education,69.2,Sunday,Night,26.97,3,Positive,71.50995
259134,Innovators,Episode 5,,Technology,64.83,Sunday,Morning,,0,Negative,8.90695
259141,Market Masters,Episode 17,,Business,42.17,Sunday,Evening,49.75,1,Negative,102.20542
259150,Style Guide,Episode 37,92.6,Lifestyle,87.77,Sunday,Night,39.05,0,Positive,81.55877
259153,Sound Waves,Episode 93,116.03,Music,95.97,Sunday,Afternoon,56.95,1,Neutral,107.47
259154,Sports Weekly,Episode 23,80.29,Sports,86.48,Sunday,Morning,41.27,0,Negative,65.49855
259162,Learning Lab,Episode 26,13.07,Education,37.32,Sunday,Night,68.47,0,Neutral,1.76915
259164,Business Briefs,Episode 15,,Business,69.79,Sunday,Night,83.21,3,Positive,69.57552
259165,Finance Focus,Episode 73,75.05,Business,21.62,Sunday,Afternoon,,3,Positive,46.25502
259174,Current Affairs,Episode 64,57.01,News,67.57,Sunday,Afternoon,3.33,1,Positive,23.84751
259180,Sound Waves,Episode 86,63.41,Music,20.34,Sunday,Night,67.59,2,Neutral,32.06549
259181,Crime Chronicles,Episode 87,7.16,True Crime,30.73,Sunday,Afternoon,94.57,2,Neutral,0.37121
259187,Comedy Corner,Episode 64,38.34,Comedy,59.67,Sunday,Evening,23.88,1,Positive,27.36
259199,Tune Time,Episode 51,67.93,Music,38.01,Sunday,Night,,0,Negative,44.67177
259215,Sports Central,Episode 44,,Sports,69.9,Sunday,Afternoon,6.93,3,Positive,12.38768
259218,Humor Hub,Episode 60,104.63,Comedy,46.16,Sunday,Morning,43.19,1,Negative,85.90485
259223,Detective Diaries,Episode 73,85.83,True Crime,93.35,Sunday,Afternoon,69.27,0,Positive,73.54758
259236,Sports Central,Episode 36,108.38,Sports,96.05,Sunday,Afternoon,27.23,1,Neutral,108.35281
259239,Melody Mix,Episode 87,111.42,Music,86,Sunday,Afternoon,52.69,0,Negative,93.62966
259246,Melody Mix,Episode 40,63.52,Music,92.94,Sunday,Morning,29.47,3,Positive,29.61459
259253,Laugh Line,Episode 96,65.98,Comedy,20.54,Sunday,Afternoon,89.01,3,Negative,35.26701
259267,Sports Central,Episode 88,68.15,Sports,64.51,Sunday,Evening,46.36,2,Neutral,56.2574
259292,Life Lessons,Episode 45,32.63,Lifestyle,34.82,Sunday,Evening,32.63,3,Positive,27.6176
259296,Tech Talks,Episode 54,96.78,Technology,52.11,Sunday,Afternoon,12.96,0,Neutral,67.55976
259302,Healthy Living,Episode 52,41.73,Health,41.62,Sunday,Morning,41.73,3,Negative,26.1118
259305,Brain Boost,Episode 90,,Education,64.74,Sunday,Evening,3.68,2,Negative,6.3
259308,Music Matters,Episode 16,116.85,Music,82.5,Sunday,Night,69.32,1,Negative,113.72142
259319,World Watch,Episode 86,29.09,News,71,Sunday,Night,,1,Neutral,20.83
259323,Criminal Minds,Episode 67,44.33,True Crime,39.58,Sunday,Night,51.73,2,Neutral,32.31656
259329,Daily Digest,Episode 79,111.19,News,46.99,Sunday,Morning,37.4,2,Positive,60.03288
259335,Daily Digest,Episode 84,28.77,News,33.58,Sunday,Afternoon,86.07,0,Positive,18.56915
259336,Finance Focus,Episode 42,21.67,Business,47.18,Sunday,Evening,38.18,3,Neutral,5.69226
259345,Learning Lab,Episode 63,,Education,90.65,Sunday,Afternoon,,3,Positive,23.04
259352,Tune Time,Episode 76,78.74,Music,23.5,Sunday,Afternoon,59.87,1,Positive,62.22484
259376,Current Affairs,Episode 80,7.21,News,80.09,Sunday,Afternoon,52.78,1,Positive,5.3
259385,Money Matters,Episode 87,117.31,Business,51,Sunday,Morning,32.85,1,Neutral,103.04817
259387,Business Insights,Episode 40,87.94,Business,66.11,Sunday,Morning,87.19,1,Positive,43.69003
259393,Wellness Wave,Episode 1,32.2,Health,43.91,Sunday,Afternoon,91.52,1,Negative,18.74
259394,Finance Focus,Episode 54,24.42,Business,46.88,Sunday,Night,71.66,0,Negative,12.01303
259400,Learning Lab,Episode 4,29.85,Education,99.14,Sunday,Afternoon,2.11,0,Neutral,23.67241
259402,Business Insights,Episode 62,63.67,Business,79.01,Sunday,Evening,3.65,2,Positive,50.3888
259404,Home & Living,Episode 80,108.52,Lifestyle,27.6,Sunday,Afternoon,11,0,Positive,93.31318
259406,Laugh Line,Episode 76,52.96,Comedy,48.25,Sunday,Night,,3,Neutral,32.39188
259409,Mind & Body,Episode 33,88.42,Health,49.97,Sunday,Night,55.35,1,Positive,67.38387
259410,Innovators,Episode 43,83.45,Technology,78.72,Sunday,Morning,84.59,3,Positive,47.84
259421,Sports Central,Episode 48,114.67,Sports,43.32,Sunday,Night,21.85,0,Neutral,61.3033
259425,Innovators,Episode 77,23.02,Technology,35.64,Sunday,Night,,3,Negative,6.96119
259428,Crime Chronicles,Episode 48,77.2135914,True Crime,85.24,Sunday,Afternoon,,1,Negative,77.21359
259432,Business Briefs,Episode 78,46.85,Business,78.65,Sunday,Evening,49.98,1,Positive,24.85166
259434,Game Day,Episode 71,31.29,Sports,23.84,Sunday,Morning,42.08,0,Neutral,26.24648
259435,Tech Talks,Episode 93,10.91,Technology,32.39,Sunday,Afternoon,64.89,2,Positive,10.29906
259449,Daily Digest,Episode 23,36.78,News,26.01,Sunday,Evening,36.78,2,Negative,11.5048
259450,Funny Folks,Episode 33,83.83,Comedy,45.01,Sunday,Evening,,0,Neutral,61.74648
259460,Brain Boost,Episode 7,9.25,Education,27.66,Sunday,Evening,14.85,3,Neutral,4.21253
259462,Humor Hub,Episode 100,83.14,Comedy,75.19,Sunday,Evening,33.95,1,Positive,70.83542
259494,Fashion Forward,Episode 26,49.03,Lifestyle,28.03,Sunday,Evening,,0,Negative,29.30839
259498,Global News,Episode 63,53.41,News,41.39,Sunday,Night,7.32,1,Negative,41.60093
259499,World Watch,Episode 52,54.76,News,26.81,Sunday,Evening,54.51,2,Neutral,18.16492
259500,Mind & Body,Episode 80,89.11,Health,34.89,Sunday,Morning,52.65,3,Neutral,84.15497
259503,Comedy Corner,Episode 86,,Comedy,27.82,Sunday,Evening,71.48,1,Positive,20.83
259520,Sports Central,Episode 50,46.51,Sports,46.74,Sunday,Night,13.9,1,Neutral,30.32979
259523,Laugh Line,Episode 55,15.5,Comedy,65.57,Sunday,Night,,0,Negative,9.61601
259525,Melody Mix,Episode 63,10.99,Music,21.72,Sunday,Evening,27.81,2,Positive,7.77621
259536,Lifestyle Lounge,Episode 63,49.18,Lifestyle,53.66,Sunday,Morning,56.43,0,Neutral,19.70318
259540,Educational Nuggets,Episode 13,90.55,Education,43.76,Sunday,Morning,,3,Positive,65.0246
259545,Finance Focus,Episode 18,103.13,Business,30.2,Sunday,Afternoon,,2,Neutral,62.33247
259558,Melody Mix,Episode 85,,Music,49.06,Sunday,Evening,87.17,3,Neutral,12.70832
259563,Wellness Wave,Episode 78,117.14,Health,91.71,Sunday,Night,6.48,0,Positive,113.48487
259567,News Roundup,Episode 52,77.84,News,55.85,Sunday,Afternoon,58.95,1,Negative,54.31192
259568,Comedy Corner,Episode 63,9.6,Comedy,70.15,Sunday,Night,84.22,3,Negative,5.73321
259576,Tech Talks,Episode 43,70.29,Technology,33.04,Sunday,Night,11.89,1,Negative,50.02839
259584,Business Briefs,Episode 15,95.94,Business,32.09,Sunday,Afternoon,8.54,3,Positive,86.19553
259586,Sports Weekly,Episode 35,91.18,Sports,39.26,Sunday,Night,24.78,1,Negative,80.79
259602,Mystery Matters,Episode 56,42.05,True Crime,95.44,Sunday,Evening,5.54,1,Negative,22.33
259604,Life Lessons,Episode 12,,Lifestyle,78.12,Sunday,Night,49.7,2,Positive,48.73921
259605,Fashion Forward,Episode 98,,Lifestyle,78.69,Sunday,Morning,,2,Neutral,3.84509
259607,Sports Central,Episode 16,43.48,Sports,68.56,Sunday,Night,75.62,2,Positive,14.50509
259612,Melody Mix,Episode 32,95.74,Music,35.73,Sunday,Morning,53.94,1,Positive,53.23389
259613,Sound Waves,Episode 52,,Music,98.78,Sunday,Night,66,1,Positive,49.32658
259616,Home & Living,Episode 51,43.19,Lifestyle,30.15,Sunday,Morning,56.68,0,Neutral,34.2387
259621,Innovators,Episode 54,117,Technology,91.98,Sunday,Evening,66.93,0,Positive,98.15
259629,Detective Diaries,Episode 13,60.16,True Crime,47.38,Sunday,Morning,10.18,1,Positive,58.09713
259642,Money Matters,Episode 77,49.5,Business,80.99,Sunday,Evening,60.16,1,Neutral,33.14
259649,Gadget Geek,Episode 32,106.39,Technology,82.37,Sunday,Morning,,2,Negative,82.90886
259653,Gadget Geek,Episode 35,108.93,Technology,28.63,Sunday,Night,14.62,1,Positive,100.97187
259656,Style Guide,Episode 23,118.97,Lifestyle,86.96,Sunday,Morning,56.48,2,Neutral,112.03
259666,Comedy Corner,Episode 34,41.38,Comedy,53.79,Sunday,Afternoon,6.39,0,Neutral,12.06756
259669,Music Matters,Episode 62,91.69,Music,56.06,Sunday,Evening,93.1,2,Neutral,64.33969
259670,Game Day,Episode 69,53.81,Sports,49.4,Sunday,Night,83.22,1,Positive,35.87
259676,Music Matters,Episode 87,,Music,41.66,Sunday,Night,38.23,2,Positive,46.56467
259683,Detective Diaries,Episode 49,55.93,True Crime,49.46,Sunday,Night,71.93,0,Negative,39.0131
259684,Sound Waves,Episode 69,85.38,Music,83.5,Sunday,Afternoon,,0,Positive,58.59
259685,Humor Hub,Episode 41,95.92,Comedy,84.26,Sunday,Afternoon,86.75,0,Negative,92.62776
259695,Tech Trends,Episode 27,107.29,Technology,60.92,Sunday,Afternoon,7.13,3,Negative,77.08488
259704,Business Insights,Episode 49,,Business,93.4,Sunday,Night,44.17,0,Neutral,102.68162
259715,Game Day,Episode 78,118.9,Sports,57.92,Sunday,Morning,90.4,1,Positive,58.96862
259737,Sports Weekly,Episode 81,84.06,Sports,25.26,Sunday,Night,74.72,1,Negative,70.23921
259739,World Watch,Episode 70,105.68,News,96.41,Sunday,Afternoon,56.28,2,Positive,80.95116
259750,Fashion Forward,Episode 58,113.73,Lifestyle,98.02,Sunday,Night,43.73,0,Positive,95.77222
259764,Digital Digest,Episode 32,87.64,Technology,74.06,Sunday,Afternoon,29.69,0,Positive,48.81
259765,Comedy Corner,Episode 5,58.28,Comedy,29.12,Sunday,Morning,11.24,2,Neutral,38.02301
259774,Brain Boost,Episode 31,23.9,Education,24.17,Sunday,Night,72.44,1,Negative,10.06501
259785,Melody Mix,Episode 29,,Music,29.31,Sunday,Morning,34.75,2,Neutral,46.67294
259791,Tech Trends,Episode 66,62.36,Technology,90.7,Sunday,Night,,1,Neutral,26.7558
259797,Global News,Episode 21,51.49,News,44.87,Sunday,Night,65.42,2,Neutral,26.01595
259800,Sport Spot,Episode 81,37.65,Sports,38.33,Sunday,Morning,54.32,0,Neutral,34.67887
259804,News Roundup,Episode 57,21.37,News,57.39,Sunday,Evening,,3,Neutral,13.35935
259805,Mystery Matters,Episode 83,79.71,True Crime,80.71,Sunday,Evening,85.06,3,Neutral,63.40833
259812,Detective Diaries,Episode 34,119.03,True Crime,99.18,Sunday,Evening,46.02,1,Neutral,98.19872
259818,Tune Time,Episode 14,119.06,Music,86.41,Sunday,Evening,22.04,1,Positive,116.64952
259831,Style Guide,Episode 16,78.09,Lifestyle,64.7,Sunday,Afternoon,,2,Neutral,44.54141
